exp_component_name,alignment_id,donor_id,gender,organism,sampling_region,roi,facs_population_plan,sample_type,facs_well,facs_container,rna_amplification_set,rna_amplification,percent_cdna_longer_than_400bp,amplified_quantity_ng,library_prep_set,library_prep,avg_size_bp,quantification_fmol,batch_sent_for_sequencing,tube_sent_for_sequencing,total_reads,rsem_reads_aligned_mRNA_gDNA,rsem_percent_reads_aligned_to_mrna,rsem_percent_reads_aligned_to_genome_only,rsem_percent_reads_aligned_total,percent_reads_aligned_to_exons,percent_reads_aligned_to_rrna,percent_reads_aligned_to_trna,percent_reads_aligned_to_other_ncrna,percent_reads_aligned_to_mt_exons,percent_reads_aligned_to_mt_rrna,percent_reads_aligned_to_mt_trna,percent_reads_aligned_to_mt_other_ncrna,percent_reads_aligned_intron,percent_reads_aligned_to_ecoli,percent_reads_aligned_to_synthetic_constructs,percent_reads_aligned_total,percent_unique_reads,complexity_aatt,complexity_acgt,complexity_agct,complexity_at,complexity_catg,complexity_ccgg,complexity_cg,complexity_gatc,complexity_gc,complexity_ta,cpm.0_gene_count,cpm.1_gene_count,cpm.4_gene_count,cpm.8_gene_count,cpm.16_gene_count,cpm.32_gene_count,cpm.64_gene_count
LS-15088_S56_E1-50,522928863,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F2S4_160421_026_H01,F2S4_160421_026,A8S4_160426_01,A8S4_160426_01_H07,0.317,2.706315789,L8S4_160506_04,L8S4_160506_04_H07,437,77.84208466,RSC-022,LS-15088,1337153,581661,28.8,14.7,49.1,35.28324732,0,0,2.365174367,0.048386385,0.020042583,0,0,21.78830695,0.046623685,0.035467145,65.67019631,52.24390926,1.028089195,0.949584536,1.153711863,0.874605132,1.193966453,1.027004226,0.480255954,1.053972403,0.983916116,0.717478842,2690,1595,1346,1238,1152,1058,939
LS-15039_S08_E1-50,517321081,H16.06.002,F,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160218_025_H01,F1S4_160218_025,A8S4_160318_01,A8S4_160318_01_H01,0.435,4.382599532,L8S4_160323_02,L8S4_160323_02_H01,366,152.1651793,RSC-016,LS-15039,2703209,1557049,20,37.6,64.7,28.85873789,0,0,5.269810806,0.000591889,0.000147972,0,0,52.03952044,0.051144769,0.00554933,86.53596522,53.90032735,1.053117001,0.930615861,1.200660984,0.830630507,1.198906543,1.075399786,0.363258133,1.035302781,0.99105464,0.714488938,4012,2996,2635,2487,2369,2168,1902
LS-15397_S96_E1-50,543183750,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160721_130_H01,F1S4_160721_130,A8S4_160727_04,A8S4_160727_04_H12,0.605,8.453181818,L8S4_160802_04,L8S4_160802_04_H12,433,120.7377057,RSC-035,LS-15397,2683132,1574998,15.4,43.3,64.6,22.59601838,0,0,3.40374607,0.033841048,0.012969917,0,0,63.49195642,0.018669972,0.022285896,92.55634833,66.47354659,1.03971405,0.947104153,1.180954611,0.867214915,1.209062716,1.082375012,0.27693664,1.013977017,0.990225131,0.776618861,5232,4745,4307,4050,3690,3167,2541
LS-15040_S16_E1-50,517321257,H16.06.002,F,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160218_031_H01,F1S4_160218_031,A8S4_160318_02,A8S4_160318_02_H02,0.555,7.124086651,L8S4_160323_03,L8S4_160323_03_H02,477,140.210495,RSC-016,LS-15040,3413379,1983174,15.7,42.4,63.7,24.47688932,0,0,4.303799842,0.000175779,5.86E-05,2.93E-05,0,62.6354999,0.027684005,0.003714208,92.52801989,64.81492386,1.033843466,0.938634256,1.194344485,0.862581402,1.221023022,1.07768247,0.27236297,1.03168083,0.97321665,0.753132643,4665,3909,3581,3376,3146,2855,2404
SM-D9CZC_S72_E1-50,572437974,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_170106_028_H01,F1S4_170106_028,A8S4_170131_03,A8S4_170131_03_H09,0.765,6.515891239,L8S4_170206_03,L8S4_170206_03_H09,401,276.5393108,RSC-068,SM-D9CZC,2088929,1213668,26.6,31.5,71.4,43.75323431,0,0,11.59287846,0.0013404,0.001244657,0,0,46.59780203,0.001444759,0.015956502,94.31311452,66.40491371,1.071143508,0.918691703,1.204534024,0.839529435,1.178259265,1.063194595,0.330975599,1.038086005,1.010591182,0.734497169,6371,4810,4328,4066,3728,3296,2624
SM-D9CYG_S24_E1-50,569336725,H200.1023,F,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_161102_114_H01,F1S4_161102_114,A8S4_170111_02,A8S4_170111_02_H03,0.426,4.191038462,L8S4_170119_03,L8S4_170119_03_H03,345,144.0875839,RSC-064,SM-D9CYG,2262837,1330548,18.9,39.9,66.6,28.36426132,0,0,5.102046679,0.011401617,0.005435654,0,0,53.76171593,0.007716862,0.028862441,88.63294175,57.06411907,1.07858338,0.933943874,1.187199043,0.825628843,1.176727085,1.059602217,0.374181688,1.023400525,1.034794059,0.728676957,5461,2965,2532,2404,2256,2060,1834
SM-D9D7U_S88_E1-50,581166126,H16.24.010,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_170302_111_H01,F1S4_170302_111,A8S4_170310_05,A8S4_170310_05_H11,0.601,3.677462447,L8S4_170316_07,L8S4_170316_07_H11,349,124.4694297,RSC-077,SM-D9D7U,2535987,1326321,23.3,29,59.9,32.3610886,0,0,3.458101323,0.035725735,0.032610577,0,0,38.86841691,0.007671569,0.045180831,81.20301879,59.30978747,1.068023922,0.966489861,1.167680778,0.822780249,1.182745923,1.059713953,0.416866999,1.004627164,1.03541283,0.741785858,7531,3084,2272,2096,1938,1802,1624
LS-15928_S16_E1-50,563266408,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160831_136_H01,F1S4_160831_136,A8S4_161205_04,A8S4_161205_04_H02,0.437,4.343530249,L8S4_161215_02,L8S4_161215_02_H02,308,252.7299405,RSC-059,LS-15928,2548816,1447727,24.2,32.6,65,35.36657805,0,0,5.085145417,0.172276069,0.08745237,0.001726292,0,43.08529921,0.005665768,0.025033977,86.52374279,54.80813444,1.053017816,0.938665848,1.197465389,0.833397958,1.180684135,1.054166526,0.37263336,1.044183351,1.004549569,0.73595573,7437,4169,3299,2996,2706,2358,1976
SQ-80016_S80_E1-50,555308253,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160831_119_H01,F1S4_160831_119,A8S4_160930_03,A8S4_160930_03_H10,0.504,3.450920419,L8S4_161006_03,L8S4_161006_03_H10,384,140.5952409,RSC-046,SQ-80016,2561231,1383064,19.6,34.4,61.1,27.93539513,0,0,4.824594111,0.019053338,0.016788802,0,0,48.63325487,0.053438366,0.010774897,87.13778648,55.89290853,1.045435386,0.943529922,1.186558843,0.842537365,1.207514253,1.072214188,0.348442408,1.027671344,0.981250103,0.735978634,6860,5094,4453,4085,3696,3188,2556
SM-CZ1X6_S16_E1-50,554718681,H200.1030,M,Human,MTG,MTG_L5,NeuN-negative,Nuclei,F1S4_160831_126_H01,F1S4_160831_126,A8S4_161003_04,A8S4_161003_04_H02,0.537,2.515570248,L8S4_161007_04,L8S4_161007_04_H02,421,161.71901,RSC-047,SM-CZ1X6,2332664,1203654,15.1,36.5,58.5,21.87760432,0,0,3.038757404,0.067690846,0.040168666,0,0,52.36806501,0.060670547,0.04689831,84.89739628,69.86518418,1.029940206,0.955467454,1.17162864,0.87649422,1.191045316,1.068122989,0.346318875,1.015814647,0.990736473,0.790041253,6828,3146,2617,2470,2330,2127,1881
SM-D9CZ1_S79_E1-50,570312355,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_021_G01,F1S4_170106_021,A8S4_170124_04,A8S4_170124_04_G10,0.804,14.04814816,L8S4_170130_04,L8S4_170130_04_G10,388,228.8178751,RSC-066,SM-D9CZ1,2896902,1767110,20.1,40.9,71,32.87929657,0,0,8.890739141,0.024267303,0.005385063,0,0,53.58179186,0.001487451,0.011528177,93.9739073,77.69684649,1.061972017,0.926455727,1.203020244,0.84581093,1.195060488,1.068676394,0.297208294,1.032423859,0.998809865,0.743635027,8765,8133,7392,6766,5920,4642,3038
SM-D9CZ9_S35_E1-50,571025154,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_129_C01,F1S4_161207_129,A8S4_170127_04,A8S4_170127_04_C05,0.45,8.537429526,L8S4_170202_06,L8S4_170202_06_C05,336,118.3456498,RSC-067,SM-D9CZ9,2365422,1076030,9.59,35.9,56.1,17.45608183,0,0,5.156796546,0.059608814,0.051830075,0,0,51.95436586,0.005535587,0.066016973,85.43566433,62.95667327,1.0848482,0.92592852,1.188764066,0.818118412,1.170071857,1.059219955,0.405925606,1.037717677,1.025019717,0.71165692,11471,7301,5932,5360,4653,3851,2829
LS-15040_S37_E1-50,517321215,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_034_E01,F1S4_160218_034,A8S4_160318_02,A8S4_160318_02_E05,0.883,12.72242389,L8S4_160323_03,L8S4_160323_03_E05,582,70.12742412,RSC-016,LS-15040,2568499,1345894,16.6,35.8,59.4,27.38007685,0,0,6.103642633,0.001596263,0.001090131,0,0,62.16120777,0.00916216,0.000560639,94.69927767,75.47452812,1.043646999,0.929238284,1.199011788,0.85750096,1.218562946,1.078540457,0.268669405,1.035047169,0.974692266,0.739092216,6883,6253,5616,5147,4532,3823,2848
SM-D9D6Y_S57_E1-50,576170341,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_113_A01,F1S4_170125_113,A8S4_170222_04,A8S4_170222_04_A08,0.82,19.49167184,L8S4_170302_02,L8S4_170302_02_A08,586,112.1034171,RSC-073,SM-D9D6Y,3012359,1602575,23.6,29.6,63.3,37.15095047,0,0,9.009550323,0.077016053,0.028814627,9.96E-05,0,49.80498672,0.001076233,0.007064895,93.37698462,76.97588501,1.054323189,0.933720888,1.195899717,0.852825787,1.200123806,1.062619519,0.305814715,1.028843011,0.99642051,0.749481726,8886,8255,7447,6872,6003,4708,3136
LS-15092_S45_E1-50,522928109,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_036_E01,F2S4_160421_036,A8S4_160504_01,A8S4_160504_01_E06,0.798,28.46816514,L8S4_160510_04,L8S4_160510_04_E06,398,172.1958661,RSC-022,LS-15092,3170928,1877190,22.9,36.3,69.9,37.98055333,0,0,10.06065101,0.077642886,0.036708497,0.000252292,0,49.21231261,0.007505058,0.000929696,93.46153555,79.45317585,1.043479373,0.926826256,1.215765677,0.848222227,1.199684795,1.062227049,0.294332971,1.044004263,0.979462314,0.739327326,10410,9564,8619,7807,6766,5104,3118
SM-D9E5A_S43_E1-50,588557534,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_019_C01,F2S4_170405_019,A8S4_170419_01,A8S4_170419_01_C06,0.813,19.18404987,L8S4_170426_07,L8S4_170426_07_C06,377,273.1261277,RSC-086,SM-D9E5A,2733156,1678158,15.8,45.6,68.7,24.90099358,0,0,5.766593638,0.000146351,0,3.66E-05,0,59.66655398,0.001208493,0.004130756,93.46707616,84.04441605,1.03594733,0.922877884,1.220771807,0.845917906,1.229800915,1.078532434,0.263574867,1.042433482,0.96934844,0.722280071,8821,8092,7337,6819,5999,4832,3217
SM-D9D7T_S73_E1-50,578571352,H16.24.010,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170302_110_A01,F1S4_170302_110,A8S4_170310_04,A8S4_170310_04_A10,0.656,9.146859461,L8S4_170316_06,L8S4_170316_06_A10,377,143.3249877,RSC-076,SM-D9D7T,3029720,1869337,30.9,30.8,72.4,46.06613812,0,0,9.125397727,0.753237923,0.295274811,0.004455857,0,38.46589784,0.002267536,0.009848435,92.17841913,67.6699497,1.064655766,0.933901653,1.201901968,0.835010204,1.191193009,1.051533536,0.339176493,1.029963715,1.014703935,0.734021057,6734,6011,5522,5169,4699,4061,3163
SM-D9E59_S82_E1-50,588557264,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_035_B01,F2S4_170405_035,A8S4_170418_05,A8S4_170418_05_B11,0.997,27.83296885,L8S4_170426_06,L8S4_170426_06_B11,400,194.2689269,RSC-086,SM-D9E59,2896106,1763729,13.7,47.2,67.3,22.16255206,0,0,5.393863346,0.002140806,0.000345291,0,0,65.21363514,0.001086286,0.00166534,94.07742672,85.30725395,1.040383094,0.929368822,1.209542199,0.851441809,1.226991242,1.076572093,0.258988477,1.036222533,0.975131544,0.734222568,9429,8638,7691,6999,5867,4313,2606
SM-D9E5B_S96_E1-50,588557620,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_045_H01,F2S4_170405_045,A8S4_170419_02,A8S4_170419_02_H12,0.764,15.35081555,L8S4_170427_01,L8S4_170427_01_H12,380,253.29814,RSC-086,SM-D9E5B,3032750,1913665,17.9,45.2,69.2,26.10838348,0,0,4.647003545,0.003198417,0.000230814,0.000560547,0,60.01084824,0.002045668,0.004611656,93.20375896,80.97934218,1.045581391,0.926410682,1.207153861,0.847817743,1.224081163,1.074907662,0.271877224,1.040533418,0.979324662,0.724278417,7704,6958,6253,5825,5233,4288,2962
SM-D9E65_S91_E1-50,593047605,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_086_C01,F1S4_170426_086,A8S4_170428_05,A8S4_170428_05_C12,0.767,18.06170452,L8S4_170508_01,L8S4_170508_01_C12,376,165.2806689,RSC-089,SM-D9E65,2900099,1711058,17.6,41.4,69.6,30.99145926,0,0,9.544019015,0.084893654,0.0331368,3.45E-05,0,53.31993839,0.001528913,0.00642116,91.62532038,79.45704612,1.066174982,0.929468367,1.206519844,0.835667765,1.186536806,1.059398213,0.324423873,1.033815066,1.010685311,0.7389469,9399,8643,7823,7131,6123,4623,2920
SM-D9CZ8_S71_E1-50,571024879,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170111_129_G01,F1S4_170111_129,A8S4_170127_03,A8S4_170127_03_G09,0.658,28.6339604,L8S4_170202_05,L8S4_170202_05_G09,401,89.20717805,RSC-067,SM-D9CZ8,2570983,1380618,11.4,42.3,62.3,21.69489258,0,0,7.428481635,0.030221903,0.000816808,0.000116687,0,59.97569801,0.002495155,0.006792733,91.57341764,78.6746159,1.076086507,0.92483358,1.197907451,0.829862407,1.195870634,1.067907938,0.315245796,1.033603211,0.999408137,0.723233941,10519,9567,8490,7598,6256,4514,2737
SM-D9EQ5_S29_E1-50,595542755,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_040_E01,F1S4_170419_040,A8S4_170512_01,A8S4_170512_01_E04,0.747,10.57706749,L8S4_170518_02,L8S4_170518_02_E04,360,163.6271175,RSC-092,SM-D9EQ5,1808449,1180918,22.2,43.1,73.3,33.36461244,0,0,7.029670176,0.01078272,0.000442368,0,0,56.67491867,0.003126436,0.003992371,95.09358572,83.04317678,1.054151481,0.922294983,1.206077252,0.850233372,1.216872384,1.071620676,0.272535811,1.039781861,0.98946237,0.717761355,7550,5598,5170,4788,4329,3733,2800
SM-D9CYD_S89_E1-50,568212677,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161129_114_A01,F1S4_161129_114,A8S4_170110_03,A8S4_170110_03_A12,0.686,10.24437966,L8S4_170118_06,L8S4_170118_06_A12,379,201.4023192,RSC-063,SM-D9CYD,2145750,1356114,34.1,29.1,72.9,48.03462659,0,0,6.901549575,0.113200513,0.035558662,9.32E-05,0,38.39105208,0.002319935,0.02378236,93.22824187,72.54794361,1.055256599,0.93179972,1.193506906,0.847551277,1.205739248,1.061256174,0.323929642,1.032407312,1.003229547,0.732506225,8645,6558,5926,5487,4954,4220,3268
SM-D9CZR_S94_E1-50,574015575,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_105_F01,F1S4_170125_105,A8S4_170208_02,A8S4_170208_02_F12,0.793,15.8068796,L8S4_170215_06,L8S4_170215_06_F12,425,185.9492747,RSC-070,SM-D9CZR,2581605,1556708,20.5,39.8,68.6,32.32186953,0,0,7.219578518,0.110783795,0.031685715,7.75E-05,0,55.76364316,0.001570341,0.003096911,94.28952144,80.84836759,1.048795679,0.934704041,1.19589545,0.855521757,1.211842774,1.066742343,0.28207677,1.031470317,0.990267657,0.747934434,9090,8480,7709,6988,6004,4645,2982
LS-15516_S49_E1-50,545666379,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_116_A01,F1S4_160721_116,A8S4_160811_01,A8S4_160811_01_A07,0.769,11.15248598,L8S4_160817_03,L8S4_160817_03_A07,473,111.9165614,RSC-038,LS-15516,2216721,1168211,13.8,38.9,59.7,23.30929332,0,0,6.290372131,0.000496228,0.000496228,0,0,64.57722916,0.00618436,0.006432023,94.12722666,76.15617843,1.05981238,0.93400569,1.18717849,0.853504393,1.197605807,1.072910346,0.278769091,1.022184608,1.000518346,0.758622081,8355,6633,5945,5536,4855,3984,2834
LS-15567_S69_E1-50,553545088,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_115_E01,F1S4_160831_115,A8S4_160920_02,A8S4_160920_02_E09,0.724,11.67069091,L8S4_160926_02,L8S4_160926_02_E09,402,167.7440313,RSC-044,LS-15567,2491421,1529733,25.3,36.1,69.9,37.4645634,0,0,7.071747408,0.086938338,0.023881953,0.000321102,0,49.1376608,0.015501595,0.002348459,92.8681664,75.62045917,1.036619424,0.922496586,1.2155788,0.846709955,1.221078885,1.069087184,0.307392844,1.046001969,0.976238121,0.715629221,7972,7262,6665,6223,5584,4640,3315
SM-D9CY5_S65_E1-50,567504163,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_161123_129_A01,F2S4_161123_129,A8S4_170106_03,A8S4_170106_03_A09,0.665,6.01053211,L8S4_170112_04,L8S4_170112_04_A09,395,125.3827806,RSC-062,SM-D9CY5,3220879,1861668,24.7,33.1,68.3,36.64397203,0,0,7.124794194,0.048123509,0.002483794,0,0,42.97035064,0.002420768,0.036136098,90.63404741,61.5703353,1.052771932,0.92858869,1.200274901,0.845450557,1.197128458,1.063761088,0.341435888,1.033126444,1.008150792,0.734026241,6671,5647,4956,4578,4142,3578,2903
LS-15536_S68_E1-50,550606116,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_140_D01,F1S4_160802_140,A8S4_160824_02,A8S4_160824_02_D09,0.779,18.87653571,L8S4_160831_03,L8S4_160831_03_D09,581,99.82861022,RSC-040,LS-15536,2776924,1360693,20,29,56.9,31.80382322,0,0,6.944086334,0.203786636,0.090387782,0.000720221,0,56.20269046,0.004105982,0.004306924,94.89038951,77.07796468,1.039494483,0.938909793,1.19633981,0.859781883,1.21804318,1.072470569,0.273493262,1.024038213,0.987414871,0.753025538,9459,8790,7896,7259,6192,4781,3143
LS-15397_S28_E1-50,543183886,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160526_030_D01,F1S4_160526_030,A8S4_160727_04,A8S4_160727_04_D04,0.63,28.57014205,L8S4_160802_04,L8S4_160802_04_D04,383,92.68133433,RSC-035,LS-15397,2434229,1346128,9.7,45.6,61.5,17.31993991,0,0,4.930760417,0.020869031,0.008380477,0,0,64.65829632,0.008872214,0.005647784,90.78496723,79.08539008,1.056552768,0.935850184,1.194315964,0.846097356,1.203597792,1.070835181,0.302034398,1.032645494,0.995136489,0.740759723,13015,10234,8810,7740,6355,4497,2711
SM-D9E59_S89_E1-50,588557250,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_036_A01,F2S4_170405_036,A8S4_170418_05,A8S4_170418_05_A12,0.792,15.95280964,L8S4_170426_06,L8S4_170426_06_A12,404,286.7009591,RSC-086,SM-D9E59,2840421,1761061,17.6,44.4,68.8,27.01134797,0,0,5.500029749,0.00704121,0,0,0,59.02755261,0.001841628,0.003741699,93.73304169,82.93156191,1.042559321,0.930627062,1.207492911,0.850196602,1.217702977,1.071827963,0.26988446,1.035170049,0.983140923,0.740949308,9018,8327,7569,6932,6107,4815,3110
SM-D9E5C_S96_E1-50,588557813,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_051_H01,F2S4_170405_051,A8S4_170419_03,A8S4_170419_03_H12,0.756,13.05883411,L8S4_170427_02,L8S4_170427_02_H12,359,267.5641397,RSC-086,SM-D9E5C,2647211,1686273,20.5,43.2,71.3,30.51139482,0,0,6.188777547,0.00094439,3.78E-05,0,0,57.23404746,0.001591109,0.003516909,93.79025699,80.6277248,1.041510438,0.921978609,1.219879368,0.839304767,1.223893156,1.077022867,0.282781054,1.042528934,0.978711782,0.714141669,7419,6738,6158,5789,5219,4341,3156
LS-15093_S95_E1-50,523913260,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160317_011_G01,F1S4_160317_011,A8S4_160325_01,A8S4_160325_01_G12,0.53,12.47360656,L8S4_160513_01,L8S4_160513_01_G12,353,196.7258431,RSC-023,LS-15093,2597996,1379536,16.7,36.4,58.6,25.54226411,0,0,4.335610986,0.194534557,0.120477476,0.001539648,0,50.05588923,0.015683627,0.00258353,82.21625437,68.6069763,1.051650153,0.95212028,1.17342056,0.841438926,1.203240394,1.043168216,0.378663503,1.022317615,1.008287597,0.729624766,11265,7658,6543,5931,5270,4353,3131
SM-D9CXL_S17_E1-50,567045799,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_140_A01,F1S4_160831_140,A8S4_161212_02,A8S4_161212_02_A03,0.792,8.156123711,L8S4_161221_01,L8S4_161221_01_A03,330,268.4919348,RSC-060,SM-D9CXL,2320449,1348293,22.4,35.7,67.6,33.77837651,0,0,6.334506813,0.090198061,0.024478021,0.000430951,0,48.07336856,0.003656189,0.035011328,90.06446597,70.65259784,1.043875684,0.937991526,1.201775174,0.851596927,1.195801333,1.058577803,0.322138186,1.035205176,0.994117082,0.75172331,8144,5363,4674,4362,4020,3511,2797
SM-D9E5B_S92_E1-50,588557628,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_045_D01,F2S4_170405_045,A8S4_170419_02,A8S4_170419_02_D12,0.635,26.87125304,L8S4_170427_01,L8S4_170427_01_D12,346,195.8323568,RSC-086,SM-D9E5B,3214126,1851337,12.5,45.1,64.8,21.51290895,0,0,6.269480412,0.244047682,0.029339236,0.00046669,0,57.65530038,0.003216426,0.004409286,89.96672812,79.57973645,1.067925574,0.934394079,1.201713671,0.825317593,1.196229551,1.064673922,0.324556601,1.027781966,1.012603819,0.725603002,11474,10406,9101,8192,6791,4837,2945
LS-15005h_S54_E1-50,502838924,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160113_041_F01,F2S4_160113_041,A8S4_160126_01,A8S4_160126_01_F07,0.81,32.26652117,L8S4_160129_02,L8S4_160129_02_F07,609,68.27329615,RSC-011,LS-15005h,2713671,1451814,17.7,35.8,61.3,28.83945769,0,0,7.071712083,0.081771151,0.045694559,0.000294804,0,56.3396226,0.018363685,0.001605206,92.30065104,78.15932735,1.039461522,0.936354299,1.195716881,0.860737047,1.207195808,1.068261468,0.293754787,1.032594688,0.979569887,0.756183007,10324,9364,8368,7528,6402,4872,3110
LS-15506_S57_E1-50_and_LS-15506_S57_E2-50,557955515,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_124_A01,F1S4_160721_124,A8S4_160804_02,A8S4_160804_02_A08,0.655,13.49132075,L8S4_160812_01,L8S4_160812_01_A08,442,67.40487454,RSC-037,LS-15506,3748786,1982467,20.2,32.7,61.5,15.75822146,0,0,2.865460979,0.025421563,0.011523731,0.000106701,0,29.29385673,0.005438294,0.018102127,50.58162829,62.45321819,1.049816769,0.931749325,1.195640961,0.846243154,1.208456309,1.079421121,0.323471742,1.022014501,1.005058765,0.737629902,8943,7073,6412,5952,5279,4391,3137
SM-D9D75_S05_E1-50,576171607,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_121_E01,F1S4_170125_121,A8S4_170228_02,A8S4_170228_02_E01,0.794,19.80484181,L8S4_170306_02,L8S4_170306_02_E01,386,160.9030052,RSC-073,SM-D9D75,2722048,1635951,20.2,39.9,70.6,33.80421653,0,0,9.234297117,0.056060731,0.012968177,0.00036737,0,52.17938846,0.002811486,0.006920892,93.0498654,79.75193678,1.05915888,0.919806624,1.213323483,0.84171602,1.19096015,1.060459505,0.307992235,1.039967434,1.000949004,0.7382652,9195,8398,7627,6992,6042,4704,2997
SM-D9E5Z_S74_E1-50,591439118,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_032_B01,F1S4_170419_032,A8S4_170425_04,A8S4_170425_04_B10,0.811,14.56117957,L8S4_170504_03,L8S4_170504_03_B10,383,150.1282372,RSC-088,SM-D9E5Z,2758069,1751373,20.9,42.6,70.9,31.05564074,0,0,5.870484023,0.000471344,0,0,0,57.52209245,0.001208454,0.001909307,94.64255608,81.86832889,1.046597619,0.918980773,1.215584591,0.841600076,1.224965414,1.078172549,0.276223697,1.043153884,0.975640304,0.712404828,8738,8024,7299,6815,6098,5019,3405
LS-15505_S68_E1-50,544931536,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_109_D01,F1S4_160721_109,A8S4_160804_01,A8S4_160804_01_D09,0.795,27.87830189,L8S4_160809_04,L8S4_160809_04_D09,422,165.3155608,RSC-036,LS-15505,2442606,1441138,14.3,44.7,67.7,25.32852208,0,0,7.837981238,0.056046698,0.025996825,0.000532218,0,61.79170935,0.003437312,0.003875369,94.60277261,81.87239366,1.050946992,0.930355115,1.198384518,0.857759317,1.202842305,1.074895084,0.272185285,1.030993148,0.990716855,0.754601985,9626,8899,7980,7256,6042,4530,2756
SM-D9EP2_S83_E1-50,561320808,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_116_C01,F1S4_161026_116,A8S4_161104_02,A8S4_161104_02_C11,0.728,6.459652174,L8S4_161116_02,L8S4_161116_02_C11,470,107.3391264,RSC-053,SM-D9EP2,1987989,1115262,31,25.1,64,42.7491802,0,0,6.026240588,0.066801174,0.032193337,0.000100604,0,44.40059779,0.010678631,0.012196748,93.38809219,72.67753997,1.047123577,0.929748789,1.200648982,0.844049001,1.219376953,1.066446978,0.317433679,1.034313747,0.993040123,0.714872106,7594,5847,5307,4947,4504,3916,3129
SM-D9CYI_S17_E1-50,569337123,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161129_117_A01,F1S4_161129_117,A8S4_170113_02,A8S4_170113_02_A03,0.58,15.48697674,L8S4_170119_05,L8S4_170119_05_A03,380,192.6518569,RSC-064,SM-D9CYI,2577829,1384295,18.4,35.3,62.1,29.42479893,0,0,7.052911578,0.042283643,0.015400556,0,0,47.08116791,0.004133323,0.008789955,83.26913849,74.19246971,1.064869359,0.942042712,1.179838707,0.841062467,1.17618152,1.070610336,0.381630495,1.030459992,0.998523262,0.736607192,9176,6878,6104,5626,5028,4203,3060
