exp_component_name,alignment_id,donor_id,gender,organism,sampling_region,roi,facs_population_plan,sample_type,facs_well,facs_container,rna_amplification_set,rna_amplification,percent_cdna_longer_than_400bp,amplified_quantity_ng,library_prep_set,library_prep,avg_size_bp,quantification_fmol,batch_sent_for_sequencing,tube_sent_for_sequencing,total_reads,rsem_reads_aligned_mRNA_gDNA,rsem_percent_reads_aligned_to_mrna,rsem_percent_reads_aligned_to_genome_only,rsem_percent_reads_aligned_total,percent_reads_aligned_to_exons,percent_reads_aligned_to_rrna,percent_reads_aligned_to_trna,percent_reads_aligned_to_other_ncrna,percent_reads_aligned_to_mt_exons,percent_reads_aligned_to_mt_rrna,percent_reads_aligned_to_mt_trna,percent_reads_aligned_to_mt_other_ncrna,percent_reads_aligned_intron,percent_reads_aligned_to_ecoli,percent_reads_aligned_to_synthetic_constructs,percent_reads_aligned_total,percent_unique_reads,complexity_aatt,complexity_acgt,complexity_agct,complexity_at,complexity_catg,complexity_ccgg,complexity_cg,complexity_gatc,complexity_gc,complexity_ta,cpm.0_gene_count,cpm.1_gene_count,cpm.4_gene_count,cpm.8_gene_count,cpm.16_gene_count,cpm.32_gene_count,cpm.64_gene_count
LS-15928_S12_E1-50,563266416,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_136_D01,F1S4_160831_136,A8S4_161205_04,A8S4_161205_04_D02,0.351,9.022377224,L8S4_161215_02,L8S4_161215_02_D02,287,194.7427572,RSC-059,LS-15928,2076765,961750,9.21,37.1,52.5,15.22160668,0,0,3.756226631,0.048248117,0.028072507,9.63E-05,0,53.96238862,0.003836736,0.011915166,83.45012556,69.5505269,1.048188373,0.928403248,1.221843848,0.820675731,1.193672753,1.056799829,0.362957082,1.062712297,0.987149204,0.703665542,12608,8168,6779,6143,5300,4297,2995
SM-D9CXK_S01_E1-50,567046023,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_137_A01,F1S4_160831_137,A8S4_161212_01,A8S4_161212_01_A01,0.757,19.06581443,L8S4_161220_04,L8S4_161220_04_A01,348,384.0137561,RSC-060,SM-D9CXK,2561322,1585458,20.2,41.7,72.1,33.54806619,0,0,8.913482959,0.075625009,0.024440504,0.000156169,0,53.05666371,0.002257038,0.009482213,92.59366843,80.59958881,1.065669191,0.927752077,1.206010612,0.840601834,1.186735333,1.058445992,0.308187868,1.037174328,1.001322517,0.743550971,9126,8424,7674,6967,6002,4625,2986
SM-D9E5D_S61_E1-50,588558076,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_057_E01,F2S4_170405_057,A8S4_170419_04,A8S4_170419_04_E08,0.738,10.90716799,L8S4_170427_03,L8S4_170427_03_E08,428,89.76706996,RSC-086,SM-D9E5D,3080293,1854336,21.2,39,66.9,30.25715411,0,0,4.517394936,0.005421562,0.005031989,0,0,55.8237804,0.001954035,0.007731407,93.42358016,77.77790944,1.036145882,0.924016303,1.213396763,0.845778977,1.234350438,1.079084753,0.282491905,1.042171285,0.972209688,0.71000732,7611,6845,6171,5785,5204,4413,3228
LS-15506_S67_E1-50_and_LS-15506_S67_E2-50,557955555,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_125_C01,F1S4_160721_125,A8S4_160804_02,A8S4_160804_02_C09,0.769,26.8304717,L8S4_160812_01,L8S4_160812_01_C09,423,84.65784843,RSC-037,LS-15506,4639260,2578947,17.3,38.3,63.4,13.07549049,0,0,3.141082845,0.01260977,0.003707488,0,0,28.05910856,0.003713092,0.000743438,45.98914482,69.66429991,1.053036049,0.925655839,1.206360226,0.840451848,1.215857862,1.080753558,0.294967341,1.035065044,0.990329192,0.720870308,10767,8640,7740,7142,6180,4872,3187
LS-15094_S59_E1-50,523913117,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_049_C01,F2S4_160421_049,A8S4_160504_02,A8S4_160504_02_C08,0.697,14.63830275,L8S4_160513_02,L8S4_160513_02_C08,486,92.47292936,RSC-023,LS-15094,2655606,1508384,19.7,37.1,64.2,30.39803344,0,0,6.216697808,0.045752269,0.011598106,3.77E-05,0,57.55567656,0.012519176,0.003751686,93.9582905,73.31985618,1.048382516,0.935967604,1.190598936,0.856033005,1.21133182,1.06973923,0.275800908,1.030992829,0.9817181,0.745211691,7444,6725,6052,5613,5006,4136,3055
LS-15518_S66_E1-50,545666736,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_113_B01,F1S4_160721_113,A8S4_160811_03,A8S4_160811_03_B09,0.822,23.35125234,L8S4_160822_01,L8S4_160822_01_B09,380,178.3022355,RSC-038,LS-15518,2765569,1700825,16.3,45.2,68.7,25.96420483,0,0,6.181729691,0.004411389,0.004122117,0,0,59.95388291,0.007328691,0.003488613,93.13627684,83.79803577,1.057038541,0.922326032,1.201058244,0.843478976,1.216386946,1.078140571,0.270965769,1.037082077,0.977268118,0.728032153,10264,9528,8560,7771,6537,4792,2939
SM-CZ1X6_S23_E1-50,554718667,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_127_G01,F1S4_160831_127,A8S4_161003_04,A8S4_161003_04_G03,0.474,5.72985124,L8S4_161007_04,L8S4_161007_04_G03,353,97.63929497,RSC-047,SM-CZ1X6,2070890,991956,12.7,35.2,53.5,20.13515928,0,0,3.932367243,0.052489509,0.04056227,0.00091748,0,51.3769925,0.027152094,0.007575487,82.15516034,77.31067319,1.056833648,0.943954321,1.199574462,0.826550546,1.191272128,1.051672866,0.36753236,1.036983477,0.991050777,0.727659069,12462,7974,6721,5995,5256,4326,3143
SM-D9EQ5_S47_E1-50,595542719,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_042_G01,F1S4_170419_042,A8S4_170512_01,A8S4_170512_01_G06,0.782,12.03339676,L8S4_170518_02,L8S4_170518_02_G06,361,165.5035043,RSC-092,SM-D9EQ5,3522272,2282432,21,43.8,72.1,30.89352554,0,0,6.094446993,0.000567815,0.000283908,0,0,54.98070564,0.002260473,0.003670074,92.65675678,76.06884136,1.048230272,0.917629707,1.218959454,0.837565044,1.216964368,1.071936453,0.293101503,1.047149748,0.980799947,0.712390093,7193,6285,5794,5377,4884,4204,3122
SM-D9EQ3_S32_E1-50,595543134,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_048_H01,F1S4_170419_048,A8S4_170512_03,A8S4_170512_03_H04,0.756,10.52882843,L8S4_170518_04,L8S4_170518_04_H04,347,249.3286201,RSC-092,SM-D9EQ3,2994362,1952324,22.6,42.6,71.8,31.97869863,0,0,4.785526934,0.015629373,6.68E-05,0,0,54.01057053,0.001908587,0.006307187,92.75458345,77.60943734,1.046162816,0.922132777,1.211777487,0.839066093,1.225660314,1.069578094,0.291443124,1.047241123,0.978140201,0.708559993,7133,6430,5842,5507,5040,4318,3272
LS-15302_S77_E1-50,523920567,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_062_E01,F2S4_160421_062,A8S4_160512_01,A8S4_160512_01_E10,0.767,31.95244514,L8S4_160520_01,L8S4_160520_01_E10,474,81.41971566,RSC-024,LS-15302,2271239,1278708,24.9,31.4,66,38.49079731,0,0,8.702210556,0.047286965,0.010743035,0.000484317,0,50.31628111,0.003724839,0.000649425,94.58454174,81.13650743,1.043444375,0.923213387,1.209987461,0.848952015,1.221675517,1.07477861,0.286766219,1.040373582,0.975382024,0.722430183,11686,9723,8554,7784,6724,5192,3202
SM-D9E5D_S31_E1-50,588558136,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_053_G01,F2S4_170405_053,A8S4_170419_04,A8S4_170419_04_G04,0.742,10.39260381,L8S4_170427_03,L8S4_170427_03_G04,394,169.9226771,RSC-086,SM-D9E5D,2474332,1529137,21.4,40.4,69,31.11328633,0,0,5.657971525,0.002424897,0.001737843,0,0,56.00048821,0.001346222,0.004196688,94.06748973,78.36745433,1.042427214,0.924495813,1.21415187,0.84181383,1.227564085,1.077412124,0.283318641,1.039778005,0.979326717,0.714173427,6706,6130,5644,5271,4738,4047,2995
SM-D9EQ8_S62_E1-50,595542113,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_087_F01,F1S4_170426_087,A8S4_170510_07,A8S4_170510_07_F08,0.48,8.473763613,L8S4_170517_04,L8S4_170517_04_F08,320,103.9773488,RSC-092,SM-D9EQ8,3635966,1832527,11.1,39.3,57.2,17.626925,0,0,3.584301943,0.041529541,0.007810854,0.001952714,0,54.52713254,0.005603188,0.022717759,85.0882819,62.93317924,1.074326392,0.935527513,1.203394467,0.80938842,1.190372492,1.056053604,0.379604269,1.039061012,1.019692737,0.701077675,9227,7570,6342,5842,5149,4191,2979
SM-D9E5C_S20_E1-50,588557965,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_027_D01,F2S4_170405_027,A8S4_170419_03,A8S4_170419_03_D03,0.829,22.96093894,L8S4_170427_02,L8S4_170427_02_D03,369,183.8969084,RSC-086,SM-D9E5C,2273971,1455342,17.9,46.1,69.9,25.72622958,0,0,4.368349464,0.000439759,0.000351807,4.40E-05,0,62.09516304,0.000892711,0.00204752,94.69566674,87.31450401,1.040872429,0.924711745,1.211696466,0.84808082,1.234055222,1.081372026,0.258144021,1.03904748,0.971551355,0.720491373,11548,9396,8386,7644,6633,5136,3154
SM-D9E5D_S37_E1-50,588558124,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_054_E01,F2S4_170405_054,A8S4_170419_04,A8S4_170419_04_E05,0.764,11.49550948,L8S4_170427_03,L8S4_170427_03_E05,409,148.6277056,RSC-086,SM-D9E5D,2753253,1679484,20.3,40.7,68.2,30.1817886,0,0,5.537740266,0.001888675,0.000399527,3.63E-05,0,57.42352773,0.001308271,0.00339344,94.595375,79.58129892,1.036243287,0.921275809,1.21857106,0.842318948,1.235189119,1.080788883,0.276840278,1.043593905,0.971997719,0.705811613,7677,6988,6366,5923,5357,4519,3291
LS-15503_S22_E1-50,544931228,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_126_F01,F1S4_160721_126,A8S4_160803_03,A8S4_160803_03_F03,0.891,19.78361111,L8S4_160809_02,L8S4_160809_02_F03,411,131.493991,RSC-036,LS-15503,2346315,1358517,16.1,41.8,65.4,25.72859995,0,0,5.749057565,0.071942599,0.035246759,0.00072454,0,60.0815321,0.009122816,0.009540918,93.52768064,78.96113693,1.050933478,0.928160937,1.200801673,0.849927795,1.214043458,1.073332678,0.28404566,1.031732746,0.983474205,0.738802678,10596,8154,7238,6594,5670,4466,2984
SM-CZ1X6_S13_E1-50,554718687,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_126_E01,F1S4_160831_126,A8S4_161003_04,A8S4_161003_04_E02,0.82,23.06991736,L8S4_161007_04,L8S4_161007_04_E02,420,171.8988414,RSC-047,SM-CZ1X6,2358395,1320701,16.3,39.7,63.3,26.62836378,0,0,6.283680215,0.087813958,0.037059102,0.000212009,0,55.5009233,0.006042245,0.00503266,90.81973122,89.16597941,1.038878721,0.937213783,1.197509839,0.863421227,1.211970148,1.063092352,0.278455145,1.032583648,0.979789373,0.759479218,12935,10187,8913,8056,6648,4759,2797
SM-D9CYL_S68_E1-50,569337597,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_005_D01,F1S4_170106_005,A8S4_170117_01,A8S4_170117_01_D09,0.783,25.93420561,L8S4_170123_02,L8S4_170123_02_D09,395,223.8657301,RSC-064,SM-D9CYL,2219085,1364737,21.2,40.3,71,33.68879516,0,0,8.347584703,0.056735096,0.012843131,0.000225318,0,53.13329593,0.001453302,0.002719589,94.77590989,84.27135509,1.055557941,0.917176608,1.21133063,0.847671759,1.204642942,1.070847749,0.290599826,1.04341492,0.988592344,0.728710563,11363,9321,8272,7577,6468,4857,2987
LS-15040_S35_E1-50,517321219,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_034_C01,F1S4_160218_034,A8S4_160318_02,A8S4_160318_02_C05,0.698,12.70225995,L8S4_160323_03,L8S4_160323_03_C05,557,102.2606071,RSC-016,LS-15040,2840156,1525164,16,37.7,59.7,25.56514501,0,0,5.098945269,0.000739396,0.000105628,3.52E-05,0,62.31298562,0.010267394,0.000621093,94.59258576,75.98660074,1.037570483,0.934990283,1.194253017,0.860374764,1.222790972,1.07513348,0.263315604,1.032270699,0.976644493,0.745629929,7117,6533,5891,5379,4819,4042,2974
SM-D9CZ7_S33_E1-50,571024708,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_026_A01,F1S4_170106_026,A8S4_170127_02,A8S4_170127_02_A05,0.777,11.45394799,L8S4_170202_04,L8S4_170202_04_A05,461,86.26181272,RSC-067,SM-D9CZ7,2116226,1096205,26.8,25,61.7,40.90668955,0,0,8.816260645,0.083970238,0.027501789,0.000189016,0,47.734741,0.001493697,0.006192155,94.80650932,75.1393991,1.067447463,0.918466974,1.205202003,0.839522725,1.20128119,1.064925987,0.308026164,1.043543572,0.995370019,0.718527004,8411,6702,5975,5535,4941,4117,3075
LS-15302_S94_E1-50,523920527,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_064_F01,F2S4_160421_064,A8S4_160512_01,A8S4_160512_01_F12,0.62,13.48758621,L8S4_160520_01,L8S4_160520_01_F12,415,79.88950353,RSC-024,LS-15302,2231480,1267481,22.5,34.3,66.8,36.66369405,0,0,8.610742646,0.00569129,0.00569129,0,0,48.41356409,0.011628605,0.00304372,93.69866636,72.21265707,1.05281171,0.917383375,1.213597016,0.835766444,1.212582779,1.075325275,0.305070274,1.044609452,0.978259875,0.709887116,9318,6810,6041,5638,5040,4294,3249
LS-15094_S46_E1-50,523913148,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_047_F01,F2S4_160421_047,A8S4_160504_02,A8S4_160504_02_F06,0.673,13.25458716,L8S4_160513_02,L8S4_160513_02_F06,427,130.6679481,RSC-023,LS-15094,3014204,1889906,26.9,35.8,69.9,38.08743536,0,0,6.069894407,0.051655429,0.026109713,6.64E-05,0,49.73143822,0.020969715,0.00218532,93.34321765,70.52155395,1.041625793,0.93349301,1.198133039,0.851648741,1.21923319,1.064791983,0.291177571,1.035821521,0.973003282,0.734448314,7342,6644,6038,5647,5089,4238,3184
SM-D9E5M_S71_E1-50,588551949,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_007_G01,F2S4_170405_007,A8S4_170418_02,A8S4_170418_02_G09,0.8,13.05841421,L8S4_170426_03,L8S4_170426_03_G09,426,119.1016759,RSC-085,SM-D9E5M,2140216,1294831,20.4,40.1,68.9,30.36674803,0,0,5.71269442,0.000700864,0.000280346,0,0,55.68138917,0.001323698,0.016562814,94.73333533,81.40479746,1.035639287,0.912586646,1.226703138,0.838854923,1.228335789,1.085771678,0.282462896,1.045192968,0.970179287,0.705353136,9509,7174,6615,6174,5651,4887,3544
LS-15527_S84_E1-50,549999688,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_119_D01,F1S4_160802_119,A8S4_160818_04,A8S4_160818_04_D11,0.805,11.44766667,L8S4_160826_02,L8S4_160826_02_D11,487,129.7053488,RSC-039,LS-15527,2350967,1264820,24.6,29.2,62.2,36.56333755,0,0,6.598774036,0.042705831,0.030072732,0.000893249,0,51.98864978,0.005225084,0.010174537,95.56565447,75.49504098,1.043609384,0.925460636,1.201301984,0.854366636,1.221733668,1.074898114,0.281172312,1.03716311,0.979882527,0.729299569,9203,7302,6541,6084,5407,4503,3304
SM-D9CZJ_S11_E1-50,572445274,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_142_C01,F1S4_161207_142,A8S4_170203_02,A8S4_170203_02_C02,0.597,9.861895327,L8S4_170209_04,L8S4_170209_04_C02,397,60.5607648,RSC-069,SM-D9CZJ,2225614,1126160,12.6,38,57.8,21.61408043,0,0,5.59441125,0.022915025,0.015411477,0,0,56.84777324,0.003513188,0.008444861,88.1219295,68.96472165,1.081126055,0.932376663,1.196963784,0.813924531,1.188844884,1.05974063,0.358101049,1.03059539,1.025969341,0.7064202,10585,7365,6386,5831,5150,4210,2994
SM-D9D6U_S37_E1-50,574983932,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_107_E01,F1S4_170125_107,A8S4_170221_05,A8S4_170221_05_E05,0.826,22.12530587,L8S4_170227_04,L8S4_170227_04_E05,459,113.9781577,RSC-072,SM-D9D6U,1935685,1049141,19.6,34.6,62.4,30.89981066,0,0,6.803328021,0.008782421,0.003616291,0,0,58.2626822,0.001116401,0.002778861,95.14084161,85.22954406,1.054178781,0.919701275,1.209464927,0.846587701,1.22174502,1.072329331,0.27393244,1.0393209,0.986036689,0.717691189,10514,8665,7792,7113,6205,4731,3005
SM-D9CY1_S41_E1-50,567505004,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_161123_119_A01,F2S4_161123_119,A8S4_170105_04,A8S4_170105_04_A06,0.49,7.805234899,L8S4_170111_06,L8S4_170111_06_A06,340,168.4165467,RSC-062,SM-D9CY1,2921235,1478145,11.6,39,60.1,22.34294742,0,0,7.356169565,0.014172088,0.014000928,6.85E-05,0,53.48984248,0.00405445,0.025021951,87.06245817,68.99893367,1.050341126,0.940726602,1.212145835,0.832127329,1.184141489,1.059741923,0.338102753,1.029227636,1.007122135,0.749858853,8224,6813,6061,5590,4980,4164,3017
LS-15302_S10_E1-50,523920719,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_055_B01,F2S4_160421_055,A8S4_160512_01,A8S4_160512_01_B02,0.806,33.73462382,L8S4_160520_01,L8S4_160520_01_B02,423,93.96200409,RSC-024,LS-15302,2391151,1429908,21.9,37.9,69.7,35.09498145,0,0,8.48641512,0.095811599,0.028772754,0.000209104,0,51.74683657,0.004971246,0.005122219,94.77335392,80.97504089,1.056148666,0.920244338,1.199837308,0.850402275,1.206969824,1.073098684,0.282657132,1.043464574,0.9804049,0.732213617,11457,9434,8382,7562,6487,4933,3110
LS-15928_S69_E1-50,563266302,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_161123_112_E01,F2S4_161123_112,A8S4_161205_04,A8S4_161205_04_E09,0.756,20.304,L8S4_161215_02,L8S4_161215_02_E09,348,273.7242284,RSC-059,LS-15928,2850312,1747241,22.5,38.8,72,36.84347538,0,0,9.65424136,0.028698613,0.015366739,0,0,50.37448532,0.001228287,0.010508674,93.34788613,77.65809497,1.048420468,0.923917346,1.21377429,0.85003484,1.199949252,1.059466569,0.297538368,1.045130177,0.991939192,0.738180615,9336,8557,7774,7090,6132,4773,3042
LS-15397_S60_E1-50,543183822,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_089_D01,F2S4_160421_089,A8S4_160721_03,A8S4_160721_03_D04,0.781,17.12771845,L8S4_160802_04,L8S4_160802_04_D08,441,108.994117,RSC-035,LS-15397,2445467,1428153,21.1,37.3,67.2,33.6969585,0,0,7.866840976,0.035576027,0.015007359,4.09E-05,0,53.14060668,0.010303962,0.001385012,93.76781613,76.60221954,1.044675006,0.931989757,1.205054888,0.851866966,1.209924552,1.066876251,0.289578472,1.034386266,0.988583526,0.741307945,8016,7414,6759,6278,5570,4567,3281
LS-15093_S28_E1-50,523913400,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160106_005_D01,F1S4_160106_005,A8S4_160425_02,A8S4_160425_02_D04,0.742,20.21724482,L8S4_160513_01,L8S4_160513_01_D04,531,204.6103359,RSC-023,LS-15093,2851582,1665324,21.3,37.1,65.7,31.62805769,0,0,5.703185109,0.142622586,0.073503059,7.01E-05,0,56.13021123,0.006067159,0.006769926,94.96468978,80.29770843,1.032758515,0.939616907,1.190715041,0.872071065,1.221921858,1.072411954,0.257031795,1.028212566,0.976057211,0.762760252,9079,8338,7493,6831,5916,4721,3178
LS-15040_S34_E1-50,517321221,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_034_B01,F1S4_160218_034,A8S4_160318_02,A8S4_160318_02_B05,0.787,26.47015222,L8S4_160323_03,L8S4_160323_03_B05,570,93.27024527,RSC-016,LS-15040,2885546,1552424,13.4,40.4,59.9,22.138999,0,0,5.180683309,0.005440911,0.001316908,6.93E-05,0,65.8618161,0.005073217,0.000474434,95.02097697,82.92435816,1.039094507,0.930171089,1.198721949,0.858922236,1.225457402,1.079640499,0.253695224,1.033668679,0.974540556,0.743892372,9837,9076,7963,7329,6234,4734,2919
SM-D9E5A_S29_E1-50,588557562,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_017_E01,F2S4_170405_017,A8S4_170419_01,A8S4_170419_01_E04,0.791,16.37321853,L8S4_170426_07,L8S4_170426_07_E04,368,267.8359674,RSC-086,SM-D9E5A,2621087,1572652,16.2,43.8,68.7,26.52769633,0,0,6.636216196,0.005875425,0.005303143,0.000152608,0,57.50251709,0.001417351,0.012671079,93.22903055,81.06163588,1.041616764,0.922590438,1.219474412,0.843685046,1.215961218,1.07611361,0.278536359,1.041283875,0.975941487,0.728013362,8241,7516,6945,6451,5783,4732,3338
LS-15516_S62_E1-50,545666353,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_117_F01,F1S4_160721_117,A8S4_160811_01,A8S4_160811_01_F08,0.805,15.24829907,L8S4_160817_03,L8S4_160817_03_F08,525,75.26895119,RSC-038,LS-15516,1982704,898164,14.7,30.6,52.4,25.03928978,0,0,6.153414731,0.00065567,0,0,0,60.55215504,0.004712252,0.002910671,93.61674763,81.26772831,1.059122903,0.93236761,1.184810498,0.850410087,1.206457386,1.077023372,0.276508298,1.021476276,0.992165194,0.746751558,9873,8148,7265,6666,5680,4468,3035
LS-15904_S89_E1-50,562445316,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_134_A01,F1S4_161026_134,A8S4_161117_01,A8S4_161117_01_A12,0.673,8.39737037,L8S4_161129_01,L8S4_161129_01_A12,404,214.6868293,RSC-056,LS-15904,3158452,1866645,24.3,34.8,68.1,37.50140892,0,0,7.244244966,0.070604207,0.060662628,0.00088651,0,48.89543992,0.013259344,0.013460391,92.04290583,72.65823574,1.037002107,0.943394279,1.198960089,0.85561864,1.20580815,1.061935292,0.297922545,1.029866108,0.983238944,0.757544757,7343,6454,5806,5390,4835,4158,3107
LS-15531_S75_E1-50,550606681,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_133_C01,F1S4_160802_133,A8S4_160823_01,A8S4_160823_01_C10,0.817,14.71207125,L8S4_160830_02,L8S4_160830_02_C10,473,140.4992612,RSC-040,LS-15531,2354275,1374897,25,33.4,66.3,36.43363668,0,0,6.674878678,0.165910949,0.053052426,0.000552187,0,52.82475497,0.004273502,0.003261726,95.4709624,78.46685285,1.04528577,0.929234361,1.200122296,0.852996757,1.225387086,1.072742412,0.273929216,1.038464057,0.977661223,0.727701753,8560,8023,7319,6786,6025,4883,3296
LS-15516_S54_E1-50,545666369,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_116_F01,F1S4_160721_116,A8S4_160811_01,A8S4_160811_01_F07,0.749,9.430280374,L8S4_160817_03,L8S4_160817_03_F07,479,84.03874659,RSC-038,LS-15516,2154587,1036356,18.9,29.2,55.9,30.58952829,0,0,6.917659858,0.035227169,0.029704069,0,0,58.35962994,0.005732421,0.004688602,93.8854639,73.05351327,1.068935907,0.928795148,1.192386225,0.837159245,1.197025555,1.073256089,0.298449706,1.02152656,1.001194989,0.734437235,8554,6709,6041,5648,5057,4136,3009
SM-D9EPS_S83_E1-50,561808646,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_123_C01,F1S4_161026_123,A8S4_161110_04,A8S4_161110_04_C11,0.798,12.63883912,L8S4_161118_02,L8S4_161118_02_C11,421,120.8413148,RSC-055,SM-D9EPS,2462800,1482606,22,38.2,69.6,34.59046614,0,0,8.080761735,0.038289752,0.007958421,0.000690271,0,52.19238265,0.008321017,0.005646013,93.62899951,78.46670456,1.039970319,0.931869841,1.213334793,0.841767011,1.219895137,1.069619448,0.29043314,1.037083987,0.97843635,0.727710543,8091,7356,6689,6242,5646,4688,3319
LS-15512_S71_E1-50,546501796,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_113_G01,F1S4_160802_113,A8S4_160810_01,A8S4_160810_01_G09,0.754,7.853612308,L8S4_160816_03,L8S4_160816_03_G09,409,192.6706834,RSC-037,LS-15512,2271926,1319989,22.2,35.9,67.4,34.73467006,0,0,7.047104527,0.033231716,0.028081901,0.000176062,0,52.71624164,0.006606289,0.016697287,93.7100064,73.30172726,1.038596385,0.927742052,1.213096387,0.8470837,1.213779183,1.07539367,0.289081931,1.033387656,0.980364937,0.736531622,8750,6355,5697,5316,4862,4182,3187
SM-CZ1X6_S02_E1-50,554718709,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_125_B01,F1S4_160831_125,A8S4_161003_04,A8S4_161003_04_B01,0.764,13.90214876,L8S4_161007_04,L8S4_161007_04_B01,467,184.257091,RSC-047,SM-CZ1X6,2121373,1147663,19,35.1,63.2,32.03755304,0,0,8.499825349,0.051806071,0.02102412,0.000141418,0,50.78894659,0.00850864,0.002273056,90.55668192,85.54151014,1.053002609,0.934266261,1.19887574,0.85327841,1.189995793,1.057143792,0.306559955,1.033024694,0.994404379,0.759607033,11303,8495,7545,6829,5927,4687,2998
LS-15088_S21_E1-50,522928933,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_022_E01,F2S4_160421_022,A8S4_160426_01,A8S4_160426_01_E03,0.675,12.74289474,L8S4_160506_04,L8S4_160506_04_E03,372,271.2071243,RSC-022,LS-15088,2066269,1260424,21.9,39.1,68,32.4923812,0,0,5.753510313,0.019019789,4.84E-05,0,0,54.16627748,0.013358377,0.001723396,92.40157017,77.33765546,1.04765324,0.931358015,1.205351643,0.840348453,1.21022397,1.06685531,0.29240821,1.035360149,0.979930118,0.731170131,9448,6951,6296,5829,5190,4358,3139
SM-D9EQ1_S40_E1-50,595543503,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_056_H01,F1S4_170419_056,A8S4_170512_05,A8S4_170512_05_H05,0.756,11.83009651,L8S4_170522_01,L8S4_170522_01_H05,366,252.1127213,RSC-092,SM-D9EQ1,2034001,1295658,20.4,43.3,71.7,30.99555998,0,0,6.805158896,0.000393313,0.000196657,0,0,55.42484984,0.001809734,0.004864796,93.50083899,81.16143994,1.056049623,0.919072202,1.214216606,0.835485521,1.210491171,1.072298025,0.296435119,1.042030243,0.992843665,0.717701466,8970,6845,6245,5806,5202,4369,3162
